# Daily TEC intensification parameters extracted from intensifications_yyy.dat
# year month day number_max number_avg totalREC_max[GECU] totalREC_avg[GECU] totalsize_max totalsize_avg
2005   1   1   3    1.521    0.118547    0.100531    0.029475    0.028102
2005   1   2   4    1.562    0.118846    0.103073    0.029352    0.028336
2005   1   3   4    1.604    0.106466    0.098286    0.029491    0.028292
2005   1   4   4    2.042    0.109820    0.094085    0.029229    0.028149
2005   1   5   3    1.760    0.110706    0.093859    0.029352    0.027667
2005   1   6   4    1.635    0.102929    0.089780    0.029368    0.028091
2005   1   7   3    1.927    0.116228    0.084842    0.029460    0.027902
2005   1   8   3    1.406    0.123930    0.094368    0.029522    0.028102
2005   1   9   3    1.854    0.106942    0.083504    0.029352    0.027787
2005   1  10   4    1.958    0.105347    0.088319    0.029259    0.028017
2005   1  11   3    1.781    0.119734    0.095143    0.029475    0.028064
2005   1  12   3    1.698    0.119910    0.097677    0.029429    0.028118
2005   1  13   3    1.771    0.126489    0.101375    0.029275    0.028007
2005   1  14   3    1.667    0.124397    0.099027    0.029599    0.028039
2005   1  15   3    1.885    0.122890    0.104383    0.028904    0.026997
2005   1  16   3    1.927    0.128408    0.105200    0.029198    0.027582
2005   1  17   3    1.542    0.135192    0.115231    0.029491    0.027965
2005   1  18   4    2.094    0.142006    0.116767    0.029259    0.027499
2005   1  19   4    1.646    0.143190    0.109504    0.029707    0.027775
2005   1  20   4    1.833    0.142954    0.108952    0.029414    0.027763
2005   1  21   5    2.167    0.163429    0.106625    0.029244    0.027824
2005   1  22   2    1.104    0.122193    0.109946    0.029614    0.028770
2005   1  23   3    1.510    0.137662    0.108351    0.029522    0.028449
2005   1  24   3    1.854    0.128037    0.102383    0.029414    0.027862
2005   1  25   4    1.562    0.121639    0.098628    0.029383    0.027812
2005   1  26   4    2.021    0.109194    0.095082    0.029306    0.027839
2005   1  27   3    1.802    0.101034    0.087144    0.029244    0.027775
2005   1  28   4    2.167    0.105706    0.095473    0.029336    0.028043
2005   1  29   4    1.781    0.104569    0.095406    0.029352    0.027990
2005   1  30   3    1.719    0.104830    0.093419    0.029398    0.028180
2005   1  31   3    1.573    0.109608    0.093750    0.029321    0.028008
2005   2   1   3    1.990    0.104572    0.093157    0.029074    0.027786
2005   2   2   4    1.646    0.100117    0.086458    0.029583    0.028063
2005   2   3   3    1.417    0.099854    0.088185    0.029259    0.027872
2005   2   4   4    1.729    0.105214    0.086683    0.029383    0.028555
2005   2   5   3    1.510    0.098753    0.085847    0.029645    0.028486
2005   2   6   4    1.698    0.106417    0.092373    0.029444    0.028293
2005   2   7   3    1.625    0.130392    0.103658    0.029352    0.028585
2005   2   8   4    1.677    0.123428    0.106124    0.029645    0.028053
2005   2   9   3    2.094    0.138550    0.118200    0.029475    0.028392
2005   2  10   4    1.896    0.135176    0.112760    0.029583    0.028103
2005   2  11   4    1.990    0.140525    0.118018    0.029321    0.028399
2005   2  12   4    2.062    0.131488    0.116429    0.029167    0.028196
2005   2  13   4    1.844    0.134999    0.112581    0.029414    0.028095
2005   2  14   4    1.812    0.131530    0.117743    0.029537    0.028031
2005   2  15   4    1.823    0.123878    0.114450    0.029475    0.027637
2005   2  16   4    1.802    0.139125    0.121617    0.029429    0.027787
2005   2  17   3    1.865    0.130426    0.117932    0.029105    0.027695
2005   2  18   4    1.562    0.153798    0.119378    0.029614    0.027700
2005   2  19   4    2.240    0.133384    0.110409    0.029290    0.027823
2005   2  20   4    1.906    0.121606    0.108961    0.029306    0.027929
2005   2  21   3    1.583    0.109962    0.100434    0.029552    0.028129
2005   2  22   4    1.844    0.118237    0.100267    0.029522    0.028493
2005   2  23   4    2.354    0.114769    0.101105    0.028982    0.027747
2005   2  24   4    2.010    0.116754    0.101727    0.029321    0.027658
2005   2  25   3    1.979    0.118746    0.102653    0.029506    0.028200
2005   2  26   3    1.729    0.115647    0.100912    0.029321    0.028234
2005   2  27   4    1.771    0.107625    0.096326    0.029305    0.027888
2005   2  28   3    1.927    0.111142    0.101213    0.029275    0.028159
2005   3   1   3    1.823    0.111989    0.098085    0.029368    0.027567
2005   3   2   3    1.927    0.121152    0.100739    0.029429    0.028299
2005   3   3   3    1.792    0.114363    0.094310    0.029367    0.028299
2005   3   4   4    1.646    0.107213    0.093736    0.029552    0.028088
2005   3   5   4    1.979    0.110427    0.093654    0.029522    0.028111
2005   3   6   4    1.750    0.109700    0.100220    0.029367    0.027913
2005   3   7   4    1.906    0.148234    0.110456    0.029321    0.027894
2005   3   8   4    1.896    0.139211    0.118598    0.029367    0.027889
2005   3   9   4    1.896    0.143603    0.121605    0.029491    0.027866
2005   3  10   4    1.969    0.148702    0.128521    0.029136    0.027972
2005   3  11   4    1.896    0.145578    0.119984    0.029306    0.027538
2005   3  12   4    2.135    0.152201    0.124459    0.029445    0.028036
2005   3  13   3    1.990    0.148888    0.130856    0.029460    0.028468
2005   3  14   4    1.969    0.148820    0.126560    0.029151    0.027764
2005   3  15   4    2.188    0.151686    0.132327    0.029383    0.027892
2005   3  16   3    2.073    0.141468    0.127922    0.029367    0.028036
2005   3  17   3    2.031    0.144595    0.129500    0.029336    0.028030
2005   3  18   4    1.896    0.157493    0.123312    0.029568    0.027762
2005   3  19   5    2.094    0.149385    0.125402    0.029614    0.028225
2005   3  20   4    1.708    0.144961    0.116930    0.029259    0.027920
2005   3  21   4    1.917    0.141163    0.119102    0.029337    0.028102
2005   3  22   4    1.844    0.134113    0.115949    0.029537    0.028054
2005   3  23   4    2.240    0.128708    0.115546    0.029275    0.028139
2005   3  24   3    1.958    0.129110    0.115975    0.029290    0.028367
2005   3  25   4    1.990    0.146359    0.121025    0.029213    0.028185
2005   3  26   3    1.812    0.149435    0.119383    0.029368    0.027746
2005   3  27   4    1.906    0.142975    0.117732    0.029445    0.028018
2005   3  28   5    1.927    0.131599    0.111586    0.029213    0.027822
