Data from https://lasp.colorado.edu/lisird/data/cls_radio_flux_f107/
time (yyyy-MM-dd'T'HH:mm:ss.SSS),adjusted_f107 (solar flux unit (SFU)),adjusted_f107_c (solar flux unit (SFU)),adjusted_f107_p (solar flux unit (SFU)),adjusted_f107_f
2005-10-06T00:00:00.000,79.4,79.4,2.9,0
2005-10-07T00:00:00.000,78.7,78.7,2.9,0
2005-10-08T00:00:00.000,78.0,78.0,2.8,0
2005-10-09T00:00:00.000,78.7,78.7,2.8,0
2005-10-10T00:00:00.000,78.8,78.8,2.8,0
2005-10-11T00:00:00.000,77.3,77.3,2.8,0
2005-10-12T00:00:00.000,76.5,76.5,2.8,0
2005-10-13T00:00:00.000,77.6,77.6,2.8,0
2005-10-14T00:00:00.000,78.0,78.0,2.8,0
2005-10-15T00:00:00.000,79.1,79.1,2.8,0
2005-10-16T00:00:00.000,78.7,78.7,2.8,0
2005-10-17T00:00:00.000,77.5,77.5,2.8,0
2005-10-18T00:00:00.000,77.7,77.7,2.8,0
2005-10-19T00:00:00.000,77.2,77.2,2.7,0
2005-10-20T00:00:00.000,76.0,76.0,2.7,0
2005-10-21T00:00:00.000,74.6,74.6,2.7,0
2005-10-22T00:00:00.000,74.0,74.0,2.7,0
2005-10-23T00:00:00.000,73.4,73.4,2.7,0
2005-10-24T00:00:00.000,72.5,72.5,2.7,0
2005-10-25T00:00:00.000,72.1,72.1,2.7,0
2005-10-26T00:00:00.000,71.2,71.2,2.7,0
2005-10-27T00:00:00.000,70.7,70.7,2.6,0
2005-10-28T00:00:00.000,72.1,72.1,2.6,0
2005-10-29T00:00:00.000,73.1,73.1,2.6,0
2005-10-30T00:00:00.000,74.5,74.5,2.6,0
2005-10-31T00:00:00.000,76.7,76.7,2.6,0
2005-11-01T00:00:00.000,76.1,76.1,2.6,0
2005-11-02T00:00:00.000,76.8,76.8,2.6,0
2005-11-03T00:00:00.000,75.5,75.5,2.6,0
2005-11-04T00:00:00.000,76.1,76.1,2.6,0
2005-11-05T00:00:00.000,77.9,77.9,2.6,0
2005-11-06T00:00:00.000,80.3,80.3,2.6,0
2005-11-07T00:00:00.000,78.0,78.0,2.5,0
2005-11-08T00:00:00.000,77.9,77.9,2.5,0
2005-11-09T00:00:00.000,76.6,76.6,2.5,0
2005-11-10T00:00:00.000,76.4,76.4,2.5,0
2005-11-11T00:00:00.000,77.0,77.0,2.5,0
2005-11-12T00:00:00.000,81.4,81.4,2.5,0
2005-11-13T00:00:00.000,86.0,86.0,2.5,0
2005-11-14T00:00:00.000,90.4,90.4,2.5,0
2005-11-15T00:00:00.000,97.8,97.8,2.5,0
2005-11-16T00:00:00.000,91.8,91.8,2.5,0
2005-11-17T00:00:00.000,98.2,98.2,2.5,0
2005-11-18T00:00:00.000,98.8,98.8,2.5,0
2005-11-19T00:00:00.000,99.6,99.6,2.5,0
2005-11-20T00:00:00.000,94.1,94.1,2.6,0
2005-11-21T00:00:00.000,92.4,92.4,2.6,0
2005-11-22T00:00:00.000,90.3,90.3,2.6,0
2005-11-23T00:00:00.000,87.5,87.5,2.6,0
2005-11-24T00:00:00.000,84.4,84.4,2.6,0
2005-11-25T00:00:00.000,77.9,77.9,2.6,0
2005-11-26T00:00:00.000,78.7,78.7,2.5,0
2005-11-27T00:00:00.000,78.6,78.6,2.5,0
2005-11-28T00:00:00.000,79.7,79.7,2.5,0
2005-11-29T00:00:00.000,82.4,82.4,2.5,0
2005-11-30T00:00:00.000,92.0,92.0,2.5,0
2005-12-01T00:00:00.000,95.5,95.5,2.5,0
2005-12-02T00:00:00.000,103.3,103.3,2.5,0
2005-12-03T00:00:00.000,98.4,98.4,2.6,0
2005-12-04T00:00:00.000,92.5,92.5,2.6,0
2005-12-05T00:00:00.000,89.0,89.0,2.6,0
2005-12-06T00:00:00.000,86.5,86.5,2.6,0
2005-12-07T00:00:00.000,86.3,86.3,2.6,0
2005-12-08T00:00:00.000,86.9,86.9,2.6,0
2005-12-09T00:00:00.000,86.4,86.4,2.6,0
2005-12-10T00:00:00.000,88.7,88.7,2.6,0
2005-12-11T00:00:00.000,90.2,90.2,2.6,0
2005-12-12T00:00:00.000,85.6,85.6,2.6,0
2005-12-13T00:00:00.000,85.2,85.2,2.6,0
2005-12-14T00:00:00.000,86.8,86.8,2.6,0
2005-12-15T00:00:00.000,84.2,84.2,2.6,0
2005-12-16T00:00:00.000,83.1,83.1,2.6,0
2005-12-17T00:00:00.000,82.5,82.5,2.5,0
2005-12-18T00:00:00.000,82.8,82.8,2.5,0
2005-12-19T00:00:00.000,86.6,86.6,2.5,0
2005-12-20T00:00:00.000,84.9,84.9,2.5,0
2005-12-21T00:00:00.000,83.7,83.7,2.5,0
2005-12-22T00:00:00.000,84.8,84.8,2.5,0
2005-12-23T00:00:00.000,90.1,90.1,2.5,0
2005-12-24T00:00:00.000,88.9,88.9,2.5,0
2005-12-25T00:00:00.000,88.8,88.8,2.5,0
2005-12-26T00:00:00.000,89.5,89.5,2.5,0
2005-12-27T00:00:00.000,89.2,89.2,2.5,0
2005-12-28T00:00:00.000,86.1,86.1,2.5,0
2005-12-29T00:00:00.000,87.4,87.4,2.5,0
2005-12-30T00:00:00.000,86.9,86.9,2.5,0
2005-12-31T00:00:00.000,84.5,84.5,2.5,0
2006-01-01T00:00:00.000,84.5,84.5,2.5,0
2006-01-02T00:00:00.000,81.7,81.7,2.5,0
2006-01-03T00:00:00.000,82.1,82.1,2.5,0
2006-01-04T00:00:00.000,81.2,81.2,2.5,0
2006-01-05T00:00:00.000,80.6,80.6,2.5,0
2006-01-06T00:00:00.000,79.3,79.3,2.5,0
2006-01-07T00:00:00.000,76.6,76.6,2.5,0
2006-01-08T00:00:00.000,75.6,75.6,2.5,0
2006-01-09T00:00:00.000,75.0,75.0,2.5,0
2006-01-10T00:00:00.000,75.2,75.2,2.5,0
2006-01-11T00:00:00.000,74.7,74.7,2.5,0
2006-01-12T00:00:00.000,74.0,74.0,2.5,0
2006-01-13T00:00:00.000,74.0,74.0,2.5,0
2006-01-14T00:00:00.000,74.9,74.9,2.5,0
2006-01-15T00:00:00.000,78.3,78.3,2.5,0
2006-01-16T00:00:00.000,81.1,81.1,2.5,0
2006-01-17T00:00:00.000,79.8,79.8,2.5,0
2006-01-18T00:00:00.000,82.9,82.9,2.4,0
2006-01-19T00:00:00.000,85.8,85.8,2.4,0
2006-01-20T00:00:00.000,87.9,87.9,2.5,0
2006-01-21T00:00:00.000,90.9,90.9,2.5,0
2006-01-22T00:00:00.000,89.9,89.9,2.5,0
2006-01-23T00:00:00.000,89.6,89.6,2.5,0
2006-01-24T00:00:00.000,89.8,89.8,2.5,0
2006-01-25T00:00:00.000,86.3,86.3,2.5,0
2006-01-26T00:00:00.000,84.2,84.2,2.5,0
2006-01-27T00:00:00.000,81.0,81.0,2.5,0
2006-01-28T00:00:00.000,77.6,77.6,2.5,0
2006-01-29T00:00:00.000,77.2,77.2,2.4,0
2006-01-30T00:00:00.000,76.5,76.5,2.4,0
2006-01-31T00:00:00.000,75.3,75.3,2.4,0
2006-02-01T00:00:00.000,75.3,75.3,2.4,0
2006-02-02T00:00:00.000,75.1,75.1,2.4,0
2006-02-03T00:00:00.000,76.4,76.4,2.4,0
2006-02-04T00:00:00.000,74.9,74.9,2.4,0
2006-02-05T00:00:00.000,74.2,74.2,2.4,0
2006-02-06T00:00:00.000,72.9,72.9,2.4,0
2006-02-07T00:00:00.000,72.0,72.0,2.4,0
2006-02-08T00:00:00.000,72.0,72.0,2.4,0
2006-02-09T00:00:00.000,72.8,72.8,2.4,0
2006-02-10T00:00:00.000,73.2,73.2,2.4,0
2006-02-11T00:00:00.000,74.1,74.1,2.4,0
2006-02-12T00:00:00.000,74.1,74.1,2.3,0
2006-02-13T00:00:00.000,74.4,74.4,2.3,0
2006-02-14T00:00:00.000,75.4,75.4,2.3,0
2006-02-15T00:00:00.000,76.6,76.6,2.3,0
2006-02-16T00:00:00.000,77.3,77.3,2.3,0
2006-02-17T00:00:00.000,77.3,77.3,2.3,0
2006-02-18T00:00:00.000,76.7,76.7,2.3,0
2006-02-19T00:00:00.000,74.8,74.8,2.3,0
2006-02-20T00:00:00.000,74.5,74.5,2.3,0
2006-02-21T00:00:00.000,74.2,74.2,2.3,0
2006-02-22T00:00:00.000,74.4,74.4,2.3,0
2006-02-23T00:00:00.000,73.6,73.6,2.3,0
2006-02-24T00:00:00.000,74.4,74.4,2.3,0
2006-02-25T00:00:00.000,74.5,74.5,2.3,0
2006-02-26T00:00:00.000,75.0,75.0,2.3,0
2006-02-27T00:00:00.000,75.5,75.5,2.3,0
2006-02-28T00:00:00.000,75.7,75.7,2.2,0
2006-03-01T00:00:00.000,75.6,75.6,2.2,0
2006-03-02T00:00:00.000,74.7,74.7,2.2,0
2006-03-03T00:00:00.000,74.2,74.2,2.2,0
2006-03-04T00:00:00.000,73.8,73.8,2.2,0
2006-03-05T00:00:00.000,73.0,73.0,2.2,0
2006-03-06T00:00:00.000,72.5,72.5,2.2,0
2006-03-07T00:00:00.000,73.3,73.3,2.2,0
2006-03-08T00:00:00.000,71.3,71.3,2.2,0
2006-03-09T00:00:00.000,71.8,71.8,2.2,0
2006-03-10T00:00:00.000,71.2,71.2,2.2,0
2006-03-11T00:00:00.000,73.1,73.1,2.2,0
2006-03-12T00:00:00.000,72.3,72.3,2.2,0
2006-03-13T00:00:00.000,71.7,71.7,2.2,0
2006-03-14T00:00:00.000,72.8,72.8,2.2,0
2006-03-15T00:00:00.000,73.4,73.4,2.2,0
2006-03-16T00:00:00.000,71.7,71.7,2.2,0
2006-03-17T00:00:00.000,71.3,71.3,2.1,0
2006-03-18T00:00:00.000,71.7,71.7,2.1,0
2006-03-19T00:00:00.000,74.6,74.6,2.1,0
2006-03-20T00:00:00.000,76.2,76.2,2.1,0
2006-03-21T00:00:00.000,76.1,76.1,2.1,0
2006-03-22T00:00:00.000,75.4,75.4,2.1,0
2006-03-23T00:00:00.000,76.1,76.1,2.1,0
2006-03-24T00:00:00.000,75.4,75.4,2.1,0
2006-03-25T00:00:00.000,75.2,75.2,2.1,0
2006-03-26T00:00:00.000,73.3,73.3,2.1,0
2006-03-27T00:00:00.000,74.0,74.0,2.1,0
2006-03-28T00:00:00.000,79.0,79.0,2.1,0
2006-03-29T00:00:00.000,81.5,81.5,2.1,0
2006-03-30T00:00:00.000,83.7,83.7,2.1,0
2006-03-31T00:00:00.000,86.1,86.1,2.1,0
2006-04-01T00:00:00.000,86.9,86.9,2.1,0
2006-04-02T00:00:00.000,91.1,91.1,2.1,0
2006-04-03T00:00:00.000,100.4,100.4,2.1,0
2006-04-04T00:00:00.000,99.6,99.6,2.2,0
2006-04-05T00:00:00.000,99.1,99.1,2.2,0
2006-04-06T00:00:00.000,99.1,99.1,2.2,0
2006-04-07T00:00:00.000,94.7,94.7,2.2,0
2006-04-08T00:00:00.000,91.3,91.3,2.2,0
2006-04-09T00:00:00.000,89.5,89.5,2.2,0
2006-04-10T00:00:00.000,89.1,89.1,2.2,0
2006-04-11T00:00:00.000,90.1,90.1,2.2,0
2006-04-12T00:00:00.000,81.6,81.6,2.2,0
2006-04-13T00:00:00.000,80.5,80.5,2.2,0
2006-04-14T00:00:00.000,79.4,79.4,2.2,0
2006-04-15T00:00:00.000,78.9,78.9,2.2,0
2006-04-16T00:00:00.000,77.0,77.0,2.2,0
2006-04-17T00:00:00.000,78.5,78.5,2.2,0
2006-04-18T00:00:00.000,76.5,76.5,2.2,0
2006-04-19T00:00:00.000,76.5,76.5,2.2,0
2006-04-20T00:00:00.000,79.3,79.3,2.2,0
2006-04-21T00:00:00.000,80.0,80.0,2.2,0
2006-04-22T00:00:00.000,83.2,83.2,2.2,0
2006-04-23T00:00:00.000,87.7,87.7,2.2,0
2006-04-24T00:00:00.000,93.9,93.9,2.2,0
2006-04-25T00:00:00.000,96.3,96.3,2.2,0
2006-04-26T00:00:00.000,101.3,101.3,2.2,0
2006-04-27T00:00:00.000,102.0,102.0,2.3,0
2006-04-28T00:00:00.000,101.5,101.5,2.3,0
2006-04-29T00:00:00.000,102.7,102.7,2.3,0
2006-04-30T00:00:00.000,101.4,101.4,2.3,0
2006-05-01T00:00:00.000,94.8,94.8,2.3,0
2006-05-02T00:00:00.000,90.9,90.9,2.3,0
2006-05-03T00:00:00.000,90.4,90.4,2.3,0
2006-05-04T00:00:00.000,93.4,93.4,2.3,0
2006-05-05T00:00:00.000,88.2,88.2,2.3,0
2006-05-06T00:00:00.000,88.6,88.6,2.3,0
2006-05-07T00:00:00.000,87.8,87.8,2.3,0
2006-05-08T00:00:00.000,86.3,86.3,2.3,0
2006-05-09T00:00:00.000,84.2,84.2,2.3,0
2006-05-10T00:00:00.000,79.8,79.8,2.3,0
2006-05-11T00:00:00.000,77.9,77.9,2.3,0
2006-05-12T00:00:00.000,77.3,77.3,2.3,0
2006-05-13T00:00:00.000,75.0,75.0,2.3,0
2006-05-14T00:00:00.000,73.6,73.6,2.3,0
2006-05-15T00:00:00.000,73.2,73.2,2.3,0
2006-05-16T00:00:00.000,73.1,73.1,2.3,0
2006-05-17T00:00:00.000,73.6,73.6,2.3,0
2006-05-18T00:00:00.000,75.0,75.0,2.3,0
2006-05-19T00:00:00.000,77.1,77.1,2.3,0
2006-05-20T00:00:00.000,78.0,78.0,2.3,0
2006-05-21T00:00:00.000,79.4,79.4,2.3,0
2006-05-22T00:00:00.000,85.1,85.1,2.3,0
2006-05-23T00:00:00.000,86.3,86.3,2.3,0
2006-05-24T00:00:00.000,85.9,85.9,2.3,0
2006-05-25T00:00:00.000,85.9,85.9,2.3,0
2006-05-26T00:00:00.000,83.8,83.8,2.3,0
2006-05-27T00:00:00.000,85.2,85.2,2.3,0
2006-05-28T00:00:00.000,87.0,87.0,2.3,0
2006-05-29T00:00:00.000,83.3,83.3,2.3,0
2006-05-30T00:00:00.000,82.3,82.3,2.3,0
2006-05-31T00:00:00.000,80.6,80.6,2.3,0
2006-06-01T00:00:00.000,79.4,79.4,2.3,0
2006-06-02T00:00:00.000,77.5,77.5,2.3,0
2006-06-03T00:00:00.000,78.1,78.1,2.3,0
2006-06-04T00:00:00.000,77.8,77.8,2.3,0
2006-06-05T00:00:00.000,80.2,80.2,2.3,0
2006-06-06T00:00:00.000,80.3,80.3,2.3,0
2006-06-07T00:00:00.000,85.2,85.2,2.3,0
2006-06-08T00:00:00.000,82.5,82.5,2.3,0
2006-06-09T00:00:00.000,80.0,80.0,2.3,0
2006-06-10T00:00:00.000,78.5,78.5,2.3,0
2006-06-11T00:00:00.000,76.7,76.7,2.3,0
2006-06-12T00:00:00.000,76.5,76.5,2.3,0
2006-06-13T00:00:00.000,79.5,79.5,2.3,0
2006-06-14T00:00:00.000,77.7,77.7,2.3,0
2006-06-15T00:00:00.000,78.8,78.8,2.2,0
2006-06-16T00:00:00.000,77.7,77.7,2.2,0
2006-06-17T00:00:00.000,75.6,75.6,2.2,0
2006-06-18T00:00:00.000,75.7,75.7,2.2,0
2006-06-19T00:00:00.000,75.7,75.7,2.2,0
2006-06-20T00:00:00.000,75.3,75.3,2.2,0
2006-06-21T00:00:00.000,75.1,75.1,2.2,0
2006-06-22T00:00:00.000,74.4,74.4,2.2,0
2006-06-23T00:00:00.000,74.1,74.1,2.2,0
2006-06-24T00:00:00.000,76.1,76.1,2.2,0
2006-06-25T00:00:00.000,76.5,76.5,2.2,0
2006-06-26T00:00:00.000,79.0,79.0,2.2,0
2006-06-27T00:00:00.000,81.2,81.2,2.2,0
2006-06-28T00:00:00.000,86.3,86.3,2.2,0
2006-06-29T00:00:00.000,88.4,88.4,2.2,0
2006-06-30T00:00:00.000,89.0,89.0,2.2,0
2006-07-01T00:00:00.000,88.4,88.4,2.2,0
2006-07-02T00:00:00.000,90.0,90.0,2.2,0
2006-07-03T00:00:00.000,88.8,88.8,2.2,0
2006-07-04T00:00:00.000,95.1,95.1,2.2,0
2006-07-05T00:00:00.000,87.5,87.5,2.2,0
2006-07-06T00:00:00.000,87.9,87.9,2.2,0
2006-07-07T00:00:00.000,82.6,82.6,2.2,0
2006-07-08T00:00:00.000,80.0,80.0,2.2,0
2006-07-09T00:00:00.000,77.1,77.1,2.2,0
2006-07-10T00:00:00.000,75.2,75.2,2.2,0
2006-07-11T00:00:00.000,73.6,73.6,2.2,0
2006-07-12T00:00:00.000,72.9,72.9,2.2,0
2006-07-13T00:00:00.000,72.2,72.2,2.2,0
2006-07-14T00:00:00.000,73.3,73.3,2.2,0
2006-07-15T00:00:00.000,72.6,72.6,2.2,0
2006-07-16T00:00:00.000,73.2,73.2,2.2,0
2006-07-17T00:00:00.000,73.3,73.3,2.2,0
2006-07-18T00:00:00.000,73.6,73.6,2.2,0
2006-07-19T00:00:00.000,73.4,73.4,2.2,0
2006-07-20T00:00:00.000,74.5,74.5,2.2,0
2006-07-21T00:00:00.000,75.0,75.0,2.2,0
2006-07-22T00:00:00.000,75.9,75.9,2.2,0
2006-07-23T00:00:00.000,78.9,78.9,2.2,0
2006-07-24T00:00:00.000,79.5,79.5,2.2,0
2006-07-25T00:00:00.000,77.9,77.9,2.2,0
2006-07-26T00:00:00.000,77.0,77.0,2.2,0
2006-07-27T00:00:00.000,76.7,76.7,2.2,0
2006-07-28T00:00:00.000,74.9,74.9,2.2,0
2006-07-29T00:00:00.000,75.2,75.2,2.2,0
2006-07-30T00:00:00.000,76.2,76.2,2.2,0
2006-07-31T00:00:00.000,74.6,74.6,2.1,0
2006-08-01T00:00:00.000,74.9,74.9,2.1,0
2006-08-02T00:00:00.000,74.3,74.3,2.1,0
2006-08-03T00:00:00.000,73.4,73.4,2.1,0
2006-08-04T00:00:00.000,71.6,71.6,2.1,0
2006-08-05T00:00:00.000,71.5,71.5,2.1,0
2006-08-06T00:00:00.000,71.5,71.5,2.1,0
2006-08-07T00:00:00.000,71.8,71.8,2.1,0
2006-08-08T00:00:00.000,73.4,73.4,2.1,0
2006-08-09T00:00:00.000,76.1,76.1,2.1,0
2006-08-10T00:00:00.000,82.5,82.5,2.1,0
2006-08-11T00:00:00.000,86.2,86.2,2.1,0
2006-08-12T00:00:00.000,87.0,87.0,2.1,0
2006-08-13T00:00:00.000,88.1,88.1,2.1,0
2006-08-14T00:00:00.000,88.6,88.6,2.1,0
2006-08-15T00:00:00.000,87.8,87.8,2.1,0
2006-08-16T00:00:00.000,103.2,87.2,16.0,4
2006-08-17T00:00:00.000,88.0,88.0,2.2,0
2006-08-18T00:00:00.000,90.6,90.6,2.2,0
2006-08-19T00:00:00.000,90.9,90.9,2.2,0
2006-08-20T00:00:00.000,90.2,90.2,2.2,0
2006-08-21T00:00:00.000,89.8,89.8,2.2,0
2006-08-22T00:00:00.000,82.7,82.7,2.2,0
2006-08-23T00:00:00.000,80.1,80.1,2.2,0
2006-08-24T00:00:00.000,79.9,79.9,2.2,0
2006-08-25T00:00:00.000,78.9,78.9,2.2,0
2006-08-26T00:00:00.000,77.3,77.3,2.2,0
2006-08-27T00:00:00.000,80.2,80.2,2.2,0
2006-08-28T00:00:00.000,78.0,78.0,2.2,0
2006-08-29T00:00:00.000,74.4,74.4,2.2,0
2006-08-30T00:00:00.000,75.7,75.7,2.2,0
2006-08-31T00:00:00.000,84.7,84.7,2.2,0
2006-09-01T00:00:00.000,78.3,78.3,2.2,0
2006-09-02T00:00:00.000,76.9,76.9,2.2,0
2006-09-03T00:00:00.000,77.8,77.8,2.2,0
2006-09-04T00:00:00.000,80.3,80.3,2.2,0
2006-09-05T00:00:00.000,81.7,81.7,2.2,0
2006-09-06T00:00:00.000,85.3,85.3,2.2,0
2006-09-07T00:00:00.000,88.1,88.1,2.2,0
2006-09-08T00:00:00.000,88.5,88.5,2.2,0
2006-09-09T00:00:00.000,86.7,86.7,2.2,0
2006-09-10T00:00:00.000,88.5,88.5,2.2,0
2006-09-11T00:00:00.000,85.7,85.7,2.2,0
2006-09-12T00:00:00.000,85.1,85.1,2.2,0
2006-09-13T00:00:00.000,83.9,83.9,2.2,0
2006-09-14T00:00:00.000,83.8,83.8,2.2,0
2006-09-15T00:00:00.000,81.0,81.0,2.2,0
2006-09-16T00:00:00.000,80.1,80.1,2.2,0
2006-09-17T00:00:00.000,78.8,78.8,2.2,0
2006-09-18T00:00:00.000,75.1,75.1,2.2,0
2006-09-19T00:00:00.000,74.0,74.0,2.2,0
2006-09-20T00:00:00.000,71.5,71.5,2.2,0
2006-09-21T00:00:00.000,72.0,72.0,2.2,0
2006-09-22T00:00:00.000,72.9,72.9,2.2,0
2006-09-23T00:00:00.000,70.9,70.9,2.2,0
2006-09-24T00:00:00.000,70.3,70.3,2.2,0
2006-09-25T00:00:00.000,70.6,70.6,2.1,0
2006-09-26T00:00:00.000,71.0,71.0,2.1,0
2006-09-27T00:00:00.000,72.4,72.4,2.1,0
2006-09-28T00:00:00.000,73.3,73.3,2.1,0
2006-09-29T00:00:00.000,76.8,76.8,2.1,0
2006-09-30T00:00:00.000,77.9,77.9,2.1,0
2006-10-01T00:00:00.000,78.6,78.6,2.1,0
2006-10-02T00:00:00.000,78.0,78.0,2.1,0
2006-10-03T00:00:00.000,76.7,76.7,2.1,0
2006-10-04T00:00:00.000,76.7,76.7,2.1,0
2006-10-05T00:00:00.000,77.3,77.3,2.1,0
2006-10-06T00:00:00.000,76.3,76.3,2.1,0
2006-10-07T00:00:00.000,76.4,76.4,2.1,0
2006-10-08T00:00:00.000,75.1,75.1,2.1,0
2006-10-09T00:00:00.000,74.8,74.8,2.1,0
2006-10-10T00:00:00.000,75.0,75.0,2.1,0
2006-10-11T00:00:00.000,73.3,73.3,2.1,0
2006-10-12T00:00:00.000,73.3,73.3,2.1,0
2006-10-13T00:00:00.000,72.9,72.9,2.1,0
2006-10-14T00:00:00.000,72.0,72.0,2.1,0
2006-10-15T00:00:00.000,70.7,70.7,2.1,0
2006-10-16T00:00:00.000,69.1,69.1,2.1,0
2006-10-17T00:00:00.000,69.1,69.1,2.1,0
2006-10-18T00:00:00.000,69.0,69.0,2.1,0
2006-10-19T00:00:00.000,69.0,69.0,2.0,0
2006-10-20T00:00:00.000,70.4,70.4,2.0,0
2006-10-21T00:00:00.000,74.0,74.0,2.0,0
2006-10-22T00:00:00.000,75.1,75.1,2.0,0
2006-10-23T00:00:00.000,75.7,75.7,2.0,0
2006-10-24T00:00:00.000,74.0,74.0,2.0,0
2006-10-25T00:00:00.000,73.9,73.9,2.0,0
2006-10-26T00:00:00.000,71.0,71.0,2.0,0
2006-10-27T00:00:00.000,71.1,71.1,2.0,0
2006-10-28T00:00:00.000,73.7,73.7,2.0,0
2006-10-29T00:00:00.000,72.3,72.3,2.0,0
2006-10-30T00:00:00.000,74.6,74.6,2.0,0
2006-10-31T00:00:00.000,78.9,78.9,2.0,0
2006-11-01T00:00:00.000,85.3,85.3,2.0,0
2006-11-02T00:00:00.000,86.8,86.8,2.0,0
2006-11-03T00:00:00.000,86.0,86.0,2.0,0
2006-11-04T00:00:00.000,84.0,84.0,2.0,0
2006-11-05T00:00:00.000,83.2,83.2,2.0,0
2006-11-06T00:00:00.000,82.1,82.1,2.0,0
2006-11-07T00:00:00.000,85.6,85.6,2.0,0
2006-11-08T00:00:00.000,84.8,84.8,2.0,0
2006-11-09T00:00:00.000,87.7,87.7,2.1,0
2006-11-10T00:00:00.000,89.3,89.3,2.1,0
2006-11-11T00:00:00.000,95.0,95.0,2.1,0
2006-11-12T00:00:00.000,94.7,94.7,2.1,0
2006-11-13T00:00:00.000,93.2,93.2,2.1,0
2006-11-14T00:00:00.000,92.5,92.5,2.1,0
2006-11-15T00:00:00.000,94.0,94.0,2.1,0
2006-11-16T00:00:00.000,92.0,92.0,2.1,0
2006-11-17T00:00:00.000,87.4,87.4,2.1,0
2006-11-18T00:00:00.000,86.8,86.8,2.1,0
2006-11-19T00:00:00.000,82.9,82.9,2.1,0
2006-11-20T00:00:00.000,78.6,78.6,2.1,0
2006-11-21T00:00:00.000,75.6,75.6,2.1,0
2006-11-22T00:00:00.000,74.6,74.6,2.1,0
2006-11-23T00:00:00.000,74.9,74.9,2.1,0
2006-11-24T00:00:00.000,75.5,75.5,2.1,0
2006-11-25T00:00:00.000,76.5,76.5,2.1,0
2006-11-26T00:00:00.000,76.2,76.2,2.1,0
2006-11-27T00:00:00.000,80.2,80.2,2.1,0
2006-11-28T00:00:00.000,83.2,83.2,2.1,0
2006-11-29T00:00:00.000,82.7,82.7,2.1,0
2006-11-30T00:00:00.000,81.8,81.8,2.1,0
2006-12-01T00:00:00.000,81.8,81.8,2.1,0
2006-12-02T00:00:00.000,84.8,84.8,2.1,0
2006-12-03T00:00:00.000,84.6,84.6,2.1,0
2006-12-04T00:00:00.000,93.6,93.6,2.1,0
2006-12-05T00:00:00.000,99.4,99.4,2.1,0
2006-12-06T00:00:00.000,99.7,99.7,2.2,0
2006-12-07T00:00:00.000,92.9,92.9,2.2,0
2006-12-08T00:00:00.000,93.1,93.1,2.2,0
2006-12-09T00:00:00.000,89.6,89.6,2.2,0
2006-12-10T00:00:00.000,87.3,87.3,2.2,0
2006-12-11T00:00:00.000,89.4,89.4,2.2,0
2006-12-12T00:00:00.000,98.9,88.6,10.3,4
2006-12-13T00:00:00.000,90.7,90.7,2.2,0
2006-12-14T00:00:00.000,90.5,90.5,2.2,0
2006-12-15T00:00:00.000,84.4,84.4,2.2,0
2006-12-16T00:00:00.000,79.7,79.7,2.2,0
2006-12-17T00:00:00.000,78.7,78.7,2.2,0
2006-12-18T00:00:00.000,72.3,72.3,2.2,0
2006-12-19T00:00:00.000,70.6,70.6,2.2,0
2006-12-20T00:00:00.000,69.2,69.2,2.2,0
2006-12-21T00:00:00.000,70.0,70.0,2.2,0
2006-12-22T00:00:00.000,70.8,70.8,2.2,0
2006-12-23T00:00:00.000,70.3,70.3,2.2,0
2006-12-24T00:00:00.000,71.1,71.1,2.2,0
2006-12-25T00:00:00.000,73.9,73.9,2.2,0
2006-12-26T00:00:00.000,72.5,72.5,2.2,0
2006-12-27T00:00:00.000,70.9,70.9,2.1,0
2006-12-28T00:00:00.000,73.8,73.8,2.1,0
2006-12-29T00:00:00.000,75.8,75.8,2.1,0
2006-12-30T00:00:00.000,77.4,77.4,2.1,0
2006-12-31T00:00:00.000,80.5,80.5,2.1,0
2007-01-01T00:00:00.000,84.1,84.1,2.1,0
2007-01-02T00:00:00.000,87.0,87.0,2.1,0
2007-01-03T00:00:00.000,84.8,84.8,2.1,0
2007-01-04T00:00:00.000,86.4,86.4,2.2,0
2007-01-05T00:00:00.000,86.5,86.5,2.2,0
2007-01-06T00:00:00.000,84.4,84.4,2.2,0
2007-01-07T00:00:00.000,83.9,83.9,2.2,0
2007-01-08T00:00:00.000,85.1,85.1,2.2,0
2007-01-09T00:00:00.000,89.1,89.1,2.2,0
2007-01-10T00:00:00.000,83.3,83.3,2.2,0
2007-01-11T00:00:00.000,81.2,81.2,2.2,0
2007-01-12T00:00:00.000,81.0,81.0,2.2,0
2007-01-13T00:00:00.000,78.7,78.7,2.2,0
2007-01-14T00:00:00.000,79.4,79.4,2.2,0
2007-01-15T00:00:00.000,79.3,79.3,2.2,0
2007-01-16T00:00:00.000,76.1,76.1,2.2,0
2007-01-17T00:00:00.000,75.6,75.6,2.2,0
2007-01-18T00:00:00.000,74.4,74.4,2.2,0
2007-01-19T00:00:00.000,73.9,73.9,2.2,0
2007-01-20T00:00:00.000,76.3,76.3,2.2,0
2007-01-21T00:00:00.000,76.1,76.1,2.1,0
2007-01-22T00:00:00.000,76.0,76.0,2.1,0
2007-01-23T00:00:00.000,76.8,76.8,2.1,0
2007-01-24T00:00:00.000,77.9,77.9,2.1,0
2007-01-25T00:00:00.000,77.5,77.5,2.1,0
2007-01-26T00:00:00.000,77.3,77.3,2.1,0
